Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Analyst,-1,"Data Analyst

Our client is a data and technology company fostering on innovation, growth and collaboration.

They are seeking a Data Analyst/Asset Management Analyst to improve their data system's integrity and accuracy.

Here's what you'll be doing:
Working with key stakeholders to gather reporting requirements
Utilizing SQL to create queries
Using SSRS to create reports
Validating reports with the requestor
Working with team members to standardize templates, report publishing, and report delivery
Here's what our ideal candidate has:
3+ years' experience writing SQL queries, developing reports using SSRS (reporting services) and SSDT (development tools)
Knowledge of IT Asset Management Lifecycle (SAM, HAM, CMDB, etc.)
Needs functional knowledge of ServiceNow
Needs knowledge of G-Suite applications (Google Docs, Google Sheets, Gmail, etc.)
Experience with Asset Management tools
Degree in computer science, information management or related field or combination of experience and education
Strong written and verbal communication skills to interact with team members and IT teams
Experience comparing different datasets for relations and trends
Benefits: Our IT consultants enjoy a wide array of benefits including: medical, dental, 401K, life insurance, and much more.

Keywords: IT Asset Management, ITAM, ServiceNow, Business Analyst, Data Analyst, SQL, G Suite, Google Suite",3.5,"Agile
3.5","Atlanta, GA",1 to 50 Employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
Data Analyst,-1,"Growing Healthcare company looking to hire a Data Analyst to their team. This is a permanent position with salary and benefits.

Job Duties

Data analyst responsibilities include conducting full life-cycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements.

Responsibilities
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets
Filter and clean data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
Work with management to prioritize business and information needs
Locate and define new process improvement opportunities
Requirements
1-2 years of proven working experience as a Data Analyst or Business Data Analyst
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Strong knowledge of and experience with reporting packages using SQL and SSRS
Knowledge of statistics and experience using statistical packages for analyzing datasets would be nice to have.
Knowledge of Tableau or Qlik is a HUGE plus as they own a Qlik platform that this person would be working in.
Qlik experience and SQL would be big
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
BS in Mathematics, Economics, Computer Science, Information Management or Statistics
Powered by JazzHR",4.0,"Latitude, Inc.
4.0","Baltimore, MD",1 to 50 Employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD)
Data Analyst,"$37K-$70K
(Glassdoor est.)","Description


THE COMPANY

IMC Digital Innovations (IMC_di) is a division of International Market Centers (IMC), the world’s largest operator of premier showroom space for furniture, gift, home décor, rug, and apparel industries. Launched in January, 2020, IMC_di will build and market the de-facto e-commerce digital platform for the Gift, Home Décor, Apparel and Furniture industries. Our industry changing platform will include a global marketplace, a full suite of integrated marketing and sales automation software and smart showroom tools to enable in-showroom scanning, data capture and sales tools. With bold people and bold ambitions, and by investing as much as $100 million, we will change and grow the industries we serve.

International Market Centers owns and operates nearly 20 million square feet of world-class exhibition space in High Point, N.C., Las Vegas and Atlanta. IMC’s mission is to build and operate an innovative, sustainable, profitable and scalable platform for the furniture, gift, home décor, rug, and apparel industries. For more information on IMC, visit www.imcenters.com. IMC is a Blackstone and Fireside Investments portfolio company.

JOB SUMMARY

The Data Analyst will have responsibility for interpreting data and turning it into information which can offer ways to improve IMCDI’s and its customer’s business, thus affecting impacting business decisions. They will gather information from various sources and interpret patterns. They will make recommendations about the methods and ways in which IMCDI obtains and analyzes data to improve quality and the efficiency of data systems.

ESSENTIAL JOB FUNCTIONS

The primary responsibilities of this position include:
Conduct full lifecycle analysis to include requirements, activities and design.
Develop analysis and reporting capabilities.
Collect, analyze, and interpret data.
Identify, analyze, and interpret trends or patterns in complex data sets.
Report the results back to the relevant members of the business.
Work alongside teams within the business or the management team to establish business needs.
Define new data collection and analysis processes.
TECHNICAL SKILLS AND EXPERIENCE
3 years of experience in a Data Analyst role.
Strong knowledge of and experience with reporting packages including Business Objects and databases including SQL.
Knowledge of statistics and experience using statistical packages for analyzing datasets such as SPSS, SAS, Excel, etc.
Ability to analyze large datasets.
Ability to write comprehensive reports.
Strong experience with Business Intelligence concepts and patterns.
Understanding of Data Lake based architectures is a plus.
Experience with agile projects and UML modeling a plus.
NONTECHNICAL SKILLS AND EXPERIENCE
Creative thinking, problem solving and decision making. Proactive and self-starter.
Has high degree of initiative, dependability and ability to work with little supervision.
Responds to and handles unfamiliar situations with little supervisory guidance.
Ability to solve problems that are complex, varied and only mildly related to those seen Simply determining what the problem is requires major individual effort and/or consultation with others within the department.
A high degree of analytical ability and inductive thinking may be required to solve highly intricate, technically complex problems. Must be able to develop new and nonstandard approaches.
Ability to complete work that requires developing imaginative and complex methods, procedures, products or systems.
Has excellent written and verbal communication skills, interpersonal and collaborative skills, and the ability to communicate technical concepts to both technical and nontechnical audiences.
Requires regular external contacts to carry out organization programs and to explain specialized matters. Position requires contacts with customers or the public involving persons of some importance on matters requiring explanation and discussion and where the effort to influence becomes important.
Strong communication and interpersonal skills to work within a team environment.
Excellent organizational and troubleshooting skills with attention to detail.
Strong presentation and documentation skills.
Must have high proficiency in spoken and written English.
EDUCATION
Bachelor’s degree required in Mathematics, Statistics, Computer Sciences, or related field.",3.3,"International Market Centers
3.3","Juno Beach, FL",201 to 500 Employees,-1,Company - Private,Wholesale,Business Services,$100 to $500 million (USD)
Data Analyst,-1,"*At present, due to COVID 19, all employees are working from home remote at this time.*

Our Mission:

To actively connect people to their next great opportunity.

Who We Are:

ZipRecruiter is a leading online employment marketplace. Powered by AI-driven smart matching technology, the company actively connects job seekers with millions of businesses of all sizes through innovative mobile app, web, and email services, as well as partnerships with the best job sites on the web. ZipRecruiter has the #1 rated job search app on iOS & Android.

Summary of Job

The Business Planning and Analytics team's mission is to empower ZipRecruiter with data through analysis, operational insights, and strategic initiatives. We're looking for a data analyst that is meticulous, regimented, and creative. Your goal is to increase revenue through the business by using data to improve decision-making.

Your role is to serve as the interface between ZipRecruiter's data and our business, making sure that timely and accurate analysis is brought to bear on complex problems across our business. You will partner with business owners across the company in Product, Finance, Sales and Marketing to extract and analyze data from large data tables using SQL and Excel. You'll turn that data into actionable insights and clear recommendations for growing the business.

Key focuses:
Define KPIs and create reports and dashboards against large data sets
Create readable and informative data visualizations to communicate data insights to business stakeholders
Use data to identify strategic opportunities to improve ZipRecruiter's products and operations
Work closely with cross-functional teams in Product, Finance, Sales and Marketing to translate findings into actions
Turn ambiguous questions from business partners into clear analytical problems, and solve them using data
Continuously learn and develop skills while working with our cutting edge team of analysts and data scientists
Minimum Requirements:
SQL experience – this is your bread and butter (can be substituted with knowledge of procedural programming)
Exceptional verbal, written, and visual communication skills
Attention to detail
Structured analytical approach to problem solving
Ability to think creatively and to work well both as part of a team and as an individual contributor
Able to quickly pivot based on unexpected results or management directive
1+ year of experience in marketing, product, finance, sales ops, or ecommerce is a strong plus
As part of our team you'll enjoy:
Competitive salary
Exceptional benefits package
Flexible Vacation & Paid Time Off
Employer-matched 401(k) plan
Privacy Notice Language:
""For information about ZipRecruiter's processing of California job applicant personal data, please see our Privacy Notice at: https://www.ziprecruiter.com/careers/california-job-applicant-privacy-notice""
ZipRecruiter is proud to be an equal opportunity employer and provides equal employment opportunities (EEO) to all employees and applicants without regard to race, color, religion, sex, national origin, age, disability, veteran status, sexual orientation, gender identity or genetics.

Category: Internet",3.3,"ZipRecruiter
3.3","Santa Monica, CA",1001 to 5000 Employees,2010,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
"Data Analyst I - Days, Penfield","$34K-$60K
(Glassdoor est.)","When you are part of the team at Thermo Fisher Scientific, you will do important work, and you will be valued and recognized for your performance. With talented managers and inspiring coworkers to support you, you will find the resources and opportunities to make significant contributions to the world.

How will you make an impact?

Days - 8:00 AM to 5:00 PM, EST

Under the direction of the Supervisor Data Analytics will be responsible for supporting the day-to-day business requirements related to Engineering master data and the touch points within SAP. In addition, this individual will function as the product administrator for activities related to Agile/E1 (E-Commerce) items.

What will you do?

Responsibilities:
Assure the accuracy and completeness of release and change documentation as received from Marketing and Product Development.
Audit and monitor product structure build from item master to complete Bills of Materials (BOM's) and routings for products and components in the appropriate ERP system.
Evaluate and make required changes in SAP for existing materials, product BOM's, and routings per Manufacturing Change Proposals (MCP), Specials Job Work Orders (SJWO) and Product Change Notices (PCN).
Changes should be SAP specific in nature and not requiring Engineering skillset. Document and maintain ECM history for product changes per GMP requirements.
Actively execute master data audit tools/programs and perform cleansing activities where needed. Perform basic SAP data queries to support specific functional area requests.
Work as a cross function liaison between Manufacturing, Quality, Engineering, Product Development, Marketing, Purchasing and Finance to assure that SAP system is up to date and maintained with quality data input.
Represent Business Process Support on development teams and provide required technical SAP input to assure a projects successful integration to business.
Translate P46 SAP data into global Agile for ecommerce NPI's, Regional Extensions as well as life cycle maintenance * Serve as a backup to the SAP Master Data Specialist position as needed.
How will you get here?

Education/Experience:
BS degree in business, systems, or related degree with 1+ years SAP administration experience
Proficiency in SAP Material Master and Production Planning modules with hands-on experience maintaining master data * Previous experience with SAP Query report writer tool or similar
Advanced experience with Microsoft Excel
Professional Characteristics:
Possess high levels of data accuracy and attention to detail
Strong analytical skills, combined with practical business knowledge
Strong verbal and written communication skills
What Thermo Fisher Offers to Employees:
Medical, Dental, and Vision benefits effective on first day of employment
Paid Time Off - Eligible to accrue up to 3 weeks of Paid Time Off (PTO), pro-rated based on start date
Paid Holidays
401(K) Retirement Plan - Company Matching Contribution up to 6%
Shift Premium for 2nd and 3rd shift employees
Thermo Fisher Scientific Inc. (NYSE: TMO) is the world leader in serving science, with revenues of nearly $25 billion and approximately 75,000 employees globally. Our mission is to enable our customers to make the world healthier, cleaner and safer.

We help our customers accelerate life sciences research, solve complex analytical challenges, improve patient diagnostics, deliver medicines to market and increase laboratory productivity. Through our premier brands - Thermo Scientific, Applied Biosystems, Invitrogen, Fisher Scientific and Unity Lab Services - we offer an unmatched combination of innovative technologies, purchasing convenience and comprehensive services.",3.5,"Thermo Fisher Scientific
3.5","Rochester, NY",10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Business Analyst- Data Solutions,"$47K-$86K
(Glassdoor est.)","We Are Hiring

Do you have expertise in Data Solutions through the business lens? Are you a solutions minded person that loves working with stakeholders to define, design, and mature business capability architecture forAscension Data Delivery and Governance (ADDG) team, inclusive of artifacts such as capability maps, value streams and roadmaps.

Business Analyst - Data Solutions

Data Delivery Governance -

Full-Time- Remote/Virtual

Why Join Ascension?
Ascension leverages technology to create collaborative solutions that improve everyday health decisions. The technology enables seamless access to data across all applications transforming the customer experience when interacting with technology and enhancing our ability across Ascension to better serve communities with greater agility and responsiveness. It is used to provide insightful use of automation and data-drive improvements to enhance the provider, patient and consumer experience as well as keeping cybersecruity with a strong posture to protect data and other valuable assets.

Ascension is a faith-based healthcare organization dedicated to transformation through innovation across the continuum of care. As one of the leading non-profit and Catholic health systems in the U.S., Ascension is committed to delivering compassionate, personalized care to all, with special attention to persons living in poverty and those most vulnerable. In FY2019, Ascension provided $2 billion in care of persons living in poverty and other community benefit programs.

Ascension includes more than 150,000 associates and 40,000 aligned providers. The national health system operates more than 2,600 sites of care – including 150 hospitals and more than 50 senior living facilities – in 20 states and the District of Columbia, while providing a variety of services including clinical and network services, venture capital investing, investment management, biomedical engineering, facilities management, risk management, and contracting through Ascension’s own group purchasing organization.

What You Will Do

As a Business Analyst- Data Solutions with Ascension Technologies, you will have the opportunity to applies technical expertise in one or more information technology disciplines to support the organization's technical infrastructure.

Responsibilities:
Work with stakeholders to define, design, and mature business capability architecture for Ascension Data Delivery and Governance (ADDG) team, inclusive of artifacts such as capability maps, value streams and roadmaps.
Work with ADDG product owners to ensure products are well aligned with business needs and global strategies
Oversee the creation and governance of business architecture artifacts, as well as common standards and methods for developing and incorporating business architecture across ADDG
Build and maintain partnerships with key stakeholders including, but not limited to Ascension Digital Studios, Ascension Technologies, Ascension Ministry-wide Functions.
Construct communications to provide Ascension stakeholders an understanding of ADDG current and future capabilities, especially in the area of master data management.
Use data and metrics to evaluate the maturity of capabilities over time and identify performance issues and trends
Lead technology evaluation processes to fill gaps in existing portfolio
Define and longitudinally track the business case for core data initiatives such as provider master data management
Link master data management capabilities from ADDG to Ascension’s network of applications and platforms to ensure the value of MDM is realized
Stay current on all applicable Ascension strategies that may impact ADDG, and proactively communicate these to leadership and applicable product owners.
Capture initial requirements from stakeholders are captured to best inform the work intake process.
What You Will Need

Education:
High school diploma/GED with 2 years of experience, or Associate's degree, or Bachelor's degree required.
Work Experience:
3 to 5 years of experience managing complex projects with interrelated systems, process and business requirements
3 to 5 years of experience developing and delivering strategic communications to diverse audiences (executive level and below)
3 years of healthcare IT experience
3 years of master data management or equivalent experience
Equal Employment Opportunity
Ascension Technologies is an EEO/AA Employer M/F/Disability/Vet. Please click the link below for more information.
http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf
EEO is the Law Poster Supplement
http://www.dol.gov/ofccp/regs/compliance/posters/pdf/ofccp_eeo_supplement_final_jrf_qa_508c.pdf

E-Verify Statement

Ascension Technologies participates in the Electronic Employment Verification Program. Please click the E-Verify link below for more information.

E-Verify (link to E-verify site)",3.3,"Ascension
3.3","Saint Louis, MO",10000+ Employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Data Analyst,"$33K-$61K
(Glassdoor est.)","Position: Data Analyst

Location: Chicago, IL (Remote until Covid)

Interview Type: Phone & WebEx

Visa Type: Only GC, Citizen, GC/EAD, H4-EAD, Strong OPT and NO H1B

Duration: Long Term Contract

Skills Required:
5-6 Years' experience in Data Analysis with Strong SQL and excellent Data Analysis Skills
Data Analyst not Oracle Developer
Excellent communication skills and good presentation and client facing skills.
Hands on development using SQL Queries, SQL Coding, Stored Procedure, PL/SQL Functions.
Performance tune SQL's, application programs and instances.
Ensure that database programs are in compliance.
Providing technical assistance, problem resolution and troubleshooting support.
Bachelor's degree in Computer Sciences, Information Technology and/or related discipline required.",-1,"IT EBusiness Consulting Services, Inc","Chicago, IL",1 to 50 Employees,2007,Company - Private,IT Services,Information Technology,Less than $1 million (USD)
Data Analyst,-1,"Data Analyst

Posted on September 10 2019
Zozimus is looking for a mid-level Data Analyst to be a key member of our Performance Marketing team reporting directly to the VP of Digital Performance and Analytics.

Essential Job Functions:
Derive, track, report on key performance indicators across a number of client accounts
Identify why accounts are, or are not hitting their goals to further optimize accounts
Own the data feeds across multiple accounts and platforms
Implement and test tracking prior to project delivery, including tracking tag generation from website analytics systems (e.g., GA 360/Adobe Analytics) and/or ad serving systems (e.g., DV 360, Conversant, Sizmek)
Aggregation of data from various sources (including but not limited to: site analytics, third party ad servers, social listening platforms, call center data, CRM, etc.) into integrated report templates or dashboards
Quality assurance of data throughput throughout the life of a campaign, including ongoing tracking, maintenance, and issue resolution with regard to measurement framework while programs are in market
Data review and analysis, as well as presentation of findings to internal teams and/or clients
Serving as the subject matter expert for reporting/visualization platforms from both data aggregation and data visualization standpoints
Supporting the overall Analytics vision for the agency, including ongoing refinement of processes, tools, and templates
Coach junior analytics team members

Preferred Requirements, Experience, and Skills
Hands-on experience with Google Data Studio, Power BI, Tableau, Datorama, Supermetrics, etc.
Experience with web site analytics (Google, Adobe), online ad platforms (Google Ads, Facebook, etc.)
Python, R, SQL
Proficient in Excel, Google Sheets (including custom scripting)
Interest in applied analytics – Your work will help our clients realize their marketing goals!
Detail-oriented and well organized
Strong qualitative and quantitative skills
Strong communication skills (written & verbal)
Ability to manage timelines and multitask across a variety of projects
Ability to work independently as well as part of a team

To apply send your cover letter and resume with the subject “Data Analyst"" to Vmariscal@zozimus.com",3.0,"Zozimus
3.0","Boston, MA",51 to 200 Employees,2004,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Information Analyst/Data Technician (Entry Level),-1,"Data Technician/Information Analyst (Entry Level)

For over 30 years, L & E Meridian has been at the forefront in our industry in offering professional services specializing in high-volume data management, data processing, digital printing and mail services. We are consistently ahead of the competition in technology and service.

We are seeking to fill an entry-mid level Data Technician position. This individual will prepare and interpret client material in both electronic form and hard copy for print. Responsibilities include word processing, editing, design and some graphics work. This position will work closely with our client account representatives to insure specifications of clients are met.

Essential skills include strong communication, logical and organizational skills. Candidate must be detail oriented, with ability to multi-task in a dead-line oriented environment. Candidate must have a working knowledge of the latest version of Inspire (formally known as PrintNet-T), Adobe Creative Suite and all its related software packages, Solimar, Quark Express, InDesign, Imager Pro (HP Inkjet), all Microsoft Office products including the Windows Operating System, Xerox high speed laser printer Metacode software, EZRT and Xerox operating system. Working knowledge of Nipson and continuous form printer operating systems, UNIX (Sun) operating system and processing of Postscript and PCL files using the LPR command or the Xerox Job Submission, and Konica Minolta Job Submission software. And experience in both Windows PC and MAC environments.

College degree preferred with some related experience; or equivalent combination of education and experience.

Job Type: Full-time

Schedule:

Monday to Friday
COVID-19 considerations:
L&E's commitment to employee health and safety remains a top priority. We will contnue to monitor and establish new safety practices issued by the government and other top authorities committed to the prevention of COVID-19.

Experience:
Direct Mail: 1 year (Required)
Work Location:
One location
Work Remotely:
No",3.5,"L&E Meridian
3.5","Springfield, VA",51 to 200 Employees,-1,Company - Private,-1,-1,$5 to $10 million (USD)
"Customer Master Data Analyst - Duluth, GA",-1,"Customer Master Data Analyst - Duluth, GA

3950 Shackleford Rd, Hampton Green
Duluth, Georgia, 30096
United States

WestRock (NYSE: WRK) partners with our customers to provide differentiated paper and packaging solutions that help them win in the marketplace. WestRocks 50,000 team members support customers around the world from more than 320 operating and business locations spanning North America, South America, Europe, Asia and Australia. Learn more atÂ www.westrock.com. Â

Customer Master Data Analyst Duluth, GA

The opportunity:

This position maintains the integrity of the Customer Master data in multiple computer systems for the WestRock company. This includes creating new and making changes to customer master data within the ERP and legacy systems for the entire organization. The position ensures that data is entered accurately and efficiently and conform to WestRock policies, and that appropriate approvals are obtained.

Â

How you will impact WestRock:
Sets up new bill to customers within customer master in JDE
Sets up new ship to customers within address book in JDE
Sets up bill to/ship to customers in legacy systems (AS400, Radius, Corp 986, Microsoft AX)
Manage the WestRock portal inbox and Salesforce inbox
Manage the 1101customersetup inbox
Work with the CRM system (salesforce.com) and document processes
Process requests to update AP contact data
Review Dunning letter failures and update contact data where necessary, report on the progress of these updates
Update invoicing data in legacy systems
Identify areas for improvement and automation
Enhancing Customer back-end servicing experiences
Must possess the ability to work in multiple computer systems
Analyzes requests to determine plant needs for customer setup
Make customer name and address changes in systems
Work with customer service to determine set up needs
Maintain the customer information within the framework of the policy
Work with team on major projects including setting up new ship to and bill to locations and updating data fields
Document standard business processes
Â

What you need to succeed:
Work in a fast-paced environment with a strong sense of urgency
Ability to work and communicate well with group team orientedÂ
Multi-tasking
Ability to document processes, analyze requests and make decisions
Ability to learn and work in multiple computer systems - JDE, Radius, Kiwi, Salesforce, AS400, SOM experience a plus
Effective communication skills
Proficiency in Excel and other Microsoft office products
Â

What we offer:

Â

Â Â Â Â Â Â Â Â Corporate culture based on integrity, respect, accountability and excellence

Â Â Â Â Â Â Â Â Comprehensive training with numerous learning and development opportunities

Â Â Â Â Â Â Â Â An attractive salary reflecting skills, competencies and potential

Â Â Â Â Â Â Â Â A career with a global packaging company where Sustainability, Safety and Inclusion are business drivers and foundational elements of the daily work.

Â

WestRock Company is an Equal Opportunity Employer committed to creating and maintaining a diverse workforce: Minorities/Females/ Disabled/Veterans.Â",4.8,"Ongig
4.8","Duluth, GA",1 to 50 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD)
Data Analyst,"$39K-$70K
(Glassdoor est.)","We create smart innovations to meet the mobility challenges of today and tomorrow. We design and manufacture a complete range of transportation systems, from high-speed trains to electric buses and driverless trains, as well as infrastructure, signalling and digital mobility solutions. Joining us means joining a truly global community of more than 36 300 people dedicated to solving real-world mobility challenges and achieving international projects with sustainable local impact.

Alstom’s approach can be summarized in one word – “fluidity”. Alstom is a global leader in passenger, freight and mining rail transportation, signalling, and infrastructure, and sets the benchmark for innovative and environmentally friendly technologies. We are a global leader in the transportation sector, in the digital age. As a promoter of sustainable mobility, Alstom develops and markets systems, equipment and services for the transport sector. Alstom offers a complete range of solutions (from high-speed trains to metros, tramways and e-buses), passenger solutions, customised services (maintenance, modernisation), infrastructure, signalling and digital mobility solutions. Alstom is a world leader in integrated transport systems. The company recorded sales of €8.1 billion and booked €12.1 billion of orders in the 2018/19 fiscal year. Headquartered in France, Alstom is present in over 60 countries and employs 36,300 people. Visit www.alstom.com to learn more about our business.

Data Analyst

Responsibilities
Work with NAM GSI Business Team and other business stakeholders to clearly understand KPI reporting, tool, and working-level reporting needs for every stream / métier
Determine, document and communicate KPI reporting, tool, and working-level reporting design for developer use; Ensure designed solutions meet scalability and security requirements
Develop and implement validation plan for KPI reporting, tools, and working-level reports
Implement user rollout, support and training for KPI reporting, tools, and working-level reports
Ensure required training documentation is current and available throughout region
Consolidate requirements and identify common solutions; Ensure common solutions maximizing consistency, efficiency, reuse, and alignment with future needs; Allow for needed configurability
Recognize and ensure best practices in KPI reporting, tool, and working-level reporting, including data integrity, accuracy, and reliability, as well as documentation
Coordinate with other team members to ensure the best technical tool and solution
Ensure solutions are sustainable over time while minimizing required support
Ensure effective communication through meetings, Q&A database, Sharepoint, Teams, etc.
Identify, request and facilitate needed Change Requests, Service Requests and Incident resolutions
Complete other assignments if/as assigned by the NAM GSI Business Team Leader
Shift work hours as needed to ensure productive results with offshore teams
Qualifications
Bachelor’s degree in Computer Science, Engineering, Technology or related field
>2 years experience with ERP systems, business intelligence, and data visualization tools
>2 years experience as a hands-on data engineer or developer
>1 years experience with SAP Business Objects
>1 year experience with Qlik Sense
Knowledge of Business Objects, Business Warehouse, BEx Designer, Bex Analyzer, Analysis for Office and Microsoft Excel
Knowledge of dashboard development including concept design and build
Knowledge of data processes, report validation methods and data warehouse
Knowledge of user business practices, concepts and terms to enable data mapping identification
Strong problem solving skills
Excellent written and verbal communication skills
Good leadership and teamwork skills
Ability to resolve conflicts, concerns and risks, communicate progress, and deliver on time
Good software development life cycle understanding, including agile, with Business Intelligence
Desired Qualifications
Master’s degree in Computer Science, Engineering, Technology or related field
>2 years of rail industry experience
>2 years experience with SAP systems
We believe that a diverse and inclusive workforce is a lever to running a sustainable and successful business. We are dedicated to creating an inclusive environment where all our employees are encouraged to reach their full potential, and individual differences are valued and respected.

Alstom offers competitive salaries, an excellent benefits package, and flexible work options, as well as a uniquely diverse and unified team of professionals. Our culture supports an environment where employees can continuously learn and gain professional growth through education, exciting projects and career mobility. Alstom recognizes your achievements and excellent performance through various performance incentive, recognition and reward programs. Our commitment is to you, the employee. Come work in an environment that is driven by integrity, innovation and visionary thinking. Make the switch to a new track and join Alstom today!

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status. Alstom is a drug-free workplace.

This contractor and subcontractor shall abide by the requirements of 41 CFR 60-1.4(a), 60-300.5(a) and 60-741.5(a). These regulations prohibit discrimination against qualified individuals based on their status as protected veterans or individuals with disabilities, and prohibit discrimination against all individuals based on their race, color, religion, sex, sexual orientation, gender identity or national origin. Moreover, these regulations require that covered prime contractors and subcontractors take affirmative action to employ and advance in employment individuals without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status.

Accommodations for Applicants with Disabilities

Alstom provides reasonable accommodations and/or assistance to applicants with disabilities and disabled veterans (including but not limited to other protected veterans and individuals with known physical and mental limitations). If you need a reasonable accommodation/assistance for any part of the application and/or hiring process, please contact Alstom’s Recruiting Department at careers.us@alstom.com (please use“Accommodation Request” as the subject line).

Job Segment:
Database, ERP, Developer, Computer Science, SAP, Technology",3.5,"Alstom Transportation
3.5","Grain Valley, MO",10000+ Employees,1928,Subsidiary or Business Segment,Transportation Management,Transportation & Logistics,$5 to $10 billion (USD)
Data Analyst,-1,"Gainful is changing the way people shop for nutrition products to support their active lifestyle and help them achieve their fitness goals. Launched in 2017, Gainful is backed by some of the world's best venture investors (including Y Combinator, Dorm Room Fund, BrandProject, and Courtside VC). Gainful combines personalization with the highest quality ingredients to make sports nutrition accessible for every body.

Gainful is positioned to become the category leader in personalized nutrition, with personalized protein powder the first of many products. We are excited to find incredible team members to join us on this journey.

Job Description:

Gainful is hiring a data analyst to work with engineering and growth teams in order to quickly iterate our product (both physical and digital) in order to successfully meet our customers' needs. You will be responsible for utilizing large data sets in order to uncover insights that will serve as hypotheses for future tests and initiatives. You will then manage these initiatives and measure their effectiveness and provide suggestions for continuous improvement.

Responsibilities include:
Working with the CTO and COO to discover insights in the data.
Plan ways to test and measure the insights from above.
Provide suggestions for how to meet our customers needs, keeping in mind business constraints.
Support backend and frontend engineers in their data needs
Support growth marketing team to help efficiently test and evaluate different initiatives
Be an owner of the Looker platform in order to allow other team members to access the data they need
Required:
Bachelor's Degree or equivalent
Basic understanding of SQL
Expert in Excel or another data analysis tool
Relentless attitude toward continuous improvement
Preferred:
Interest or experience in nutrition, wellness, or food/bev
Desire to work on a small team and self-starter to quickly iterate on initiatives
Experience in data science tools such as pandas (Python library)
Background in financial and/or subscription modeling
Location: New York City (100% remote during COVID-19 outbreak)

Hours: Full time, unlimited PTO

Pay: competitive salary + equity

Health Insurance: Choice between Blue Shield Gold Full PPO 750 or Blue Shield Platinum Full PPO 0
Gainful will cover 99% of the monthly cost of the Gold plan, or 85% of Platinum
If you opt out of group healthcare coverage, Gainful will add $250/month to your salary as a wellness stipend
Dental: Guardian EM Dental 10
Vision: CA Beam VSP Choice Plan 2
Pre-tax benefits
Health FSA
Dependent Care FSA
Commuter
Perks:
Lunch every other Friday
Free snacks/beverages of every kind
Unlimited Gainful product & swag
Macbook Pro and whatever tools you need to do your job
Visa sponsorship: Not Available

Start Date: ASAP",-1,Gainful Health,"New York, NY",1 to 50 Employees,-1,Company - Private,Food & Beverage Stores,Retail,Less than $1 million (USD)
